Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,182.47999572753906,182.69000244140625,175.3699951171875,176.89999389648438,175.75733947753906,886800
2021-01-05,176.75999450683594,179.02999877929688,171.3300018310547,178.72999572753906,177.57553100585938,1009500
2021-01-06,179.0,181.97999572753906,175.4499969482422,178.6199951171875,177.4662322998047,916100
2021-01-07,178.1300048828125,183.27999877929688,176.66000366210938,182.47000122070312,181.29136657714844,615500
2021-01-08,182.63999938964844,183.5800018310547,176.27999877929688,179.5399932861328,178.3802947998047,816300
2021-01-11,177.63999938964844,182.0,177.44000244140625,180.17999267578125,179.0161590576172,671900
2021-01-12,181.5500030517578,184.6699981689453,179.97000122070312,184.27999877929688,183.0896759033203,1055700
2021-01-13,186.00999450683594,194.92999267578125,185.16000366210938,191.97000122070312,190.73001098632812,1147900
2021-01-14,191.32000732421875,194.22999572753906,189.60000610351562,192.8699951171875,191.6241912841797,1038200
2021-01-15,192.22999572753906,195.22999572753906,190.61000061035156,194.5399932861328,193.2834014892578,732400
2021-01-19,195.0,201.5500030517578,194.67999267578125,198.7100067138672,197.42648315429688,654700
2021-01-20,199.57000732421875,203.08999633789062,194.8699951171875,195.7100067138672,194.44586181640625,869600
2021-01-21,196.00999450683594,197.52000427246094,194.5500030517578,195.0500030517578,193.7901153564453,628300
2021-01-22,193.5,198.32000732421875,191.5399932861328,198.2100067138672,196.92970275878906,599500
2021-01-25,199.57000732421875,210.77999877929688,199.57000732421875,203.02000427246094,201.70863342285156,1150100
2021-01-26,203.02999877929688,208.1999969482422,201.19000244140625,206.4199981689453,205.086669921875,756700
2021-01-27,204.9600067138672,214.67999267578125,204.0,212.39999389648438,211.02804565429688,1765100
2021-01-28,206.27000427246094,206.27000427246094,191.24000549316406,194.60000610351562,193.34303283691406,2464600
2021-01-29,194.60000610351562,195.17999267578125,184.83999633789062,185.08999633789062,183.89443969726562,1511500
2021-02-01,186.02999877929688,188.0800018310547,180.44000244140625,186.55999755859375,185.35494995117188,975400
2021-02-02,187.1699981689453,190.8800048828125,184.14999389648438,190.11000061035156,188.88201904296875,919800
2021-02-03,190.3800048828125,193.5399932861328,187.1300048828125,191.10000610351562,189.86563110351562,695400
