Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,210.25,211.60000610351562,207.8000030517578,209.7100067138672,209.27484130859375,2036700
2021-01-05,209.42999267578125,210.0,206.39999389648438,206.72999572753906,206.30101013183594,1781100
2021-01-06,206.57000732421875,216.05999755859375,205.80999755859375,215.30999755859375,214.86322021484375,2648100
2021-01-07,215.0,218.47999572753906,214.60000610351562,217.72000122070312,217.26821899414062,1519000
2021-01-08,218.63999938964844,219.0,214.4600067138672,215.80999755859375,215.3621826171875,1859200
2021-01-11,215.3699951171875,217.64999389648438,214.6199951171875,215.25999450683594,214.8133087158203,1605000
2021-01-12,214.7899932861328,218.77000427246094,213.64999389648438,218.3800048828125,217.92684936523438,2155900
2021-01-13,217.2100067138672,219.5800018310547,216.0399932861328,218.22000122070312,217.76718139648438,1169400
2021-01-14,217.10000610351562,217.86000061035156,213.11000061035156,213.24000549316406,212.79751586914062,2568700
2021-01-15,213.24000549316406,213.75999450683594,210.4499969482422,211.44000244140625,211.00125122070312,1795700
2021-01-19,211.5,212.44000244140625,205.9600067138672,206.05999755859375,205.6324005126953,2148100
2021-01-20,206.88999938964844,207.1199951171875,203.92999267578125,205.1199951171875,204.69435119628906,2740700
2021-01-21,205.67999267578125,209.38999938964844,204.50999450683594,207.72000122070312,207.28897094726562,2085100
2021-01-22,207.72000122070312,208.2899932861328,205.75999450683594,206.2100067138672,205.7821044921875,1455300
2021-01-25,206.75999450683594,207.99000549316406,205.11000061035156,206.57000732421875,206.141357421875,1511600
2021-01-26,207.14999389648438,207.55999755859375,205.25999450683594,206.1199951171875,205.69227600097656,1472500
2021-01-27,205.35000610351562,207.75,198.50999450683594,199.6300048828125,199.21575927734375,3201600
2021-01-28,199.00999450683594,201.50999450683594,198.25,199.0500030517578,198.636962890625,6267000
2021-01-29,199.5399932861328,200.0,194.3699951171875,194.61000061035156,194.2061767578125,4483800
2021-02-01,194.61000061035156,195.7899932861328,192.33999633789062,192.75,192.35003662109375,3087100
2021-02-02,193.58999633789062,198.0,193.30999755859375,195.35000610351562,194.94464111328125,3729500
2021-02-03,195.6300048828125,196.89999389648438,195.00999450683594,195.77999877929688,195.3737335205078,3184400
2021-02-04,196.07000732421875,196.9199981689453,193.92999267578125,195.72000122070312,195.31387329101562,2842700
2021-02-05,196.25,199.16000366210938,193.02000427246094,193.82000732421875,193.41781616210938,3784600
2021-02-08,195.32000732421875,198.77000427246094,194.9199981689453,198.3800048828125,197.96835327148438,3475800
2021-02-09,200.6999969482422,203.88999938964844,198.6300048828125,203.49000549316406,203.0677490234375,3080900
2021-02-10,205.5,205.75999450683594,200.9600067138672,201.32000732421875,200.90225219726562,2169200
2021-02-11,200.9199981689453,202.74000549316406,199.89999389648438,200.0399932861328,199.62489318847656,1495800
2021-02-12,200.0,200.88999938964844,197.97000122070312,198.60000610351562,198.18789672851562,1561100
2021-02-16,198.52000427246094,201.41000366210938,197.75999450683594,200.22999572753906,199.8144989013672,1681100
2021-02-17,199.66000366210938,201.92999267578125,198.82000732421875,201.5,201.08187866210938,1453700
2021-02-18,199.02999877929688,203.0500030517578,198.5,202.8300018310547,202.40911865234375,1562900
2021-02-19,203.82000732421875,203.82000732421875,200.61000061035156,201.16000366210938,200.74258422851562,1826600
2021-02-22,201.0500030517578,201.30999755859375,198.5800018310547,198.77000427246094,198.3575439453125,1852700
2021-02-23,199.3300018310547,199.3300018310547,195.16000366210938,195.17999267578125,194.7749786376953,1930600
2021-02-24,194.82000732421875,194.82000732421875,190.4199981689453,192.61000061035156,192.2103271484375,2484400
2021-02-25,190.0,191.39999389648438,186.91000366210938,188.67999267578125,188.28846740722656,3061900
2021-02-26,189.60000610351562,189.8300018310547,187.25999450683594,188.99000549316406,188.59783935546875,3138700
2021-03-01,189.25999450683594,193.17999267578125,188.97000122070312,192.89999389648438,192.4997100830078,3630500
2021-03-02,193.27000427246094,193.5500030517578,186.32000732421875,186.5,186.1129913330078,4136500
2021-03-03,185.47999572753906,187.0,182.86000061035156,182.88999938964844,182.51048278808594,3208100
2021-03-04,182.30999755859375,182.6999969482422,176.63999938964844,178.13999938964844,177.7703399658203,3199500
2021-03-05,178.85000610351562,179.36000061035156,174.35000610351562,178.7100067138672,178.33917236328125,2522300
2021-03-08,179.99000549316406,184.72999572753906,178.63999938964844,181.97999572753906,181.6023712158203,2294700
