Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,34.59000015258789,34.68000030517578,33.90999984741211,34.22999954223633,33.883453369140625,5824100
2021-01-05,34.2869987487793,34.41999816894531,33.224998474121094,33.56999969482422,33.23013687133789,9052900
2021-01-06,33.689998626708984,34.20000076293945,33.40999984741211,33.939998626708984,33.59638977050781,6754300
2021-01-07,34.02000045776367,34.05799865722656,33.44499969482422,33.69499969482422,33.3538703918457,6487800
2021-01-08,33.505001068115234,33.650001525878906,33.209999084472656,33.619998931884766,33.27962875366211,6226300
2021-01-11,33.54999923706055,33.665000915527344,32.75,32.849998474121094,32.517425537109375,8799500
2021-01-12,32.849998474121094,32.97999954223633,31.719999313354492,32.18000030517578,31.854209899902344,11000600
2021-01-13,32.220001220703125,32.349998474121094,31.985000610351562,32.0099983215332,31.685928344726562,6137600
2021-01-14,32.10300064086914,32.29999923706055,31.722999572753906,32.08000183105469,31.75522232055664,8530300
2021-01-15,31.899999618530273,32.290000915527344,31.600000381469727,31.989999771118164,31.6661319732666,6975000
2021-01-19,32.13999938964844,32.595001220703125,31.854999542236328,32.36000061035156,32.032386779785156,6148600
2021-01-20,32.33000183105469,32.90999984741211,32.16999816894531,32.86000061035156,32.52732467651367,6556300
2021-01-21,32.849998474121094,32.900001525878906,32.380001068115234,32.779998779296875,32.4481315612793,5138100
2021-01-22,32.54999923706055,33.029998779296875,32.43199920654297,32.90999984741211,32.57681655883789,4949100
2021-01-25,32.810001373291016,33.790000915527344,32.7400016784668,33.75,33.4083137512207,6447200
2021-01-26,33.88999938964844,34.40999984741211,33.834999084472656,34.38999938964844,34.04183578491211,4664500
2021-01-27,34.06999969482422,35.29499816894531,34.06999969482422,34.7400016784668,34.3882942199707,7207300
2021-01-28,34.5,34.9900016784668,33.939998626708984,33.959999084472656,33.616188049316406,6627800
2021-01-29,33.59000015258789,34.349998474121094,33.26499938964844,33.5099983215332,33.17074203491211,6544400
2021-02-01,33.459999084472656,33.81999969482422,33.220001220703125,33.25,32.91337585449219,5619300
2021-02-02,33.25,34.88999938964844,32.72999954223633,33.15999984741211,32.82428741455078,8602300
2021-02-03,33.27000045776367,33.27000045776367,32.77000045776367,33.0099983215332,32.675804138183594,4327300
2021-02-04,33.099998474121094,33.38999938964844,32.849998474121094,32.91999816894531,32.58671569824219,9149400
2021-02-05,33.33000183105469,34.13999938964844,33.150001525878906,33.79999923706055,33.45780563354492,8081000
2021-02-08,33.91999816894531,34.02000045776367,33.61000061035156,33.90999984741211,33.56669235229492,5075900
2021-02-09,33.90999984741211,34.099998474121094,33.439998626708984,33.709999084472656,33.368717193603516,4674900
2021-02-10,33.900001525878906,34.07400131225586,33.70500183105469,33.88999938964844,33.546897888183594,6148000
2021-02-11,34.22999954223633,36.2859992980957,33.900001525878906,35.540000915527344,35.18019485473633,20381000
2021-02-12,35.7400016784668,36.439998626708984,35.290000915527344,35.38999938964844,35.03171157836914,8821900
2021-02-16,35.369998931884766,35.654998779296875,35.150001525878906,35.36000061035156,35.00201416015625,6347800
2021-02-17,35.400001525878906,37.13999938964844,35.220001220703125,37.02000045776367,36.64521026611328,10648700
2021-02-18,37.130001068115234,39.220001220703125,36.86000061035156,38.959999084472656,38.56556701660156,22518600
2021-02-19,38.4900016784668,38.650001525878906,37.18000030517578,37.47999954223633,37.10055160522461,14349600
2021-02-22,37.36000061035156,37.527000427246094,37.060001373291016,37.22999954223633,36.85308074951172,6771400
2021-02-23,37.400001525878906,37.79999923706055,36.470001220703125,37.119998931884766,36.74419403076172,7042800
2021-02-24,37.0099983215332,37.619998931884766,36.65999984741211,37.599998474121094,37.21933364868164,5835600
2021-02-25,37.93000030517578,38.5,37.21099853515625,37.27000045776367,36.892677307128906,10442600
