Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,44.95000076293945,45.0,43.7400016784668,44.630001068115234,44.372642517089844,1058200
2021-01-05,44.77000045776367,44.79999923706055,43.970001220703125,44.27000045776367,44.01472091674805,833300
2021-01-06,43.47999954223633,45.31999969482422,43.47999954223633,44.83000183105469,44.57149124145508,1747400
2021-01-07,45.20000076293945,46.18000030517578,45.0099983215332,46.0,45.734745025634766,1396000
2021-01-08,46.060001373291016,46.189998626708984,44.279998779296875,44.63999938964844,44.38258361816406,1142600
2021-01-11,44.400001525878906,45.16999816894531,44.060001373291016,44.599998474121094,44.34281539916992,1128400
2021-01-12,44.650001525878906,46.2599983215332,44.470001220703125,45.68000030517578,45.416587829589844,1158500
2021-01-13,45.84000015258789,46.56999969482422,45.619998931884766,46.119998931884766,45.85404968261719,1166500
2021-01-14,45.939998626708984,46.130001068115234,44.18000030517578,44.650001525878906,44.39252853393555,2470500
2021-01-15,44.720001220703125,45.20000076293945,43.5,43.709999084472656,43.45794677734375,2426200
2021-01-19,43.91999816894531,44.08000183105469,43.349998474121094,43.470001220703125,43.21933364868164,1217300
2021-01-20,43.31999969482422,43.81999969482422,43.099998474121094,43.27000045776367,43.020484924316406,1205400
2021-01-21,43.349998474121094,43.709999084472656,42.939998626708984,43.41999816894531,43.169620513916016,1315600
2021-01-22,43.029998779296875,43.41999816894531,42.619998931884766,43.290000915527344,43.04037094116211,1052000
2021-01-25,43.18000030517578,44.75,42.7599983215332,44.5,44.24339294433594,1444400
2021-01-26,44.779998779296875,44.83000183105469,44.15999984741211,44.4900016784668,44.23345184326172,940000
2021-01-27,44.349998474121094,44.65999984741211,43.970001220703125,44.11000061035156,43.85564422607422,1454500
2021-01-28,44.13999938964844,44.810001373291016,43.470001220703125,43.689998626708984,43.43806076049805,1023400
2021-01-29,43.75,44.369998931884766,42.43000030517578,42.70000076293945,42.453773498535156,995800
2021-02-01,43.220001220703125,43.5099983215332,42.349998474121094,42.959999084472656,42.71227264404297,689900
2021-02-02,43.279998779296875,43.38999938964844,42.2400016784668,42.33000183105469,42.085906982421875,965900
2021-02-03,42.349998474121094,42.61000061035156,41.61000061035156,42.61000061035156,42.36429214477539,1262400
2021-02-04,42.95000076293945,43.72999954223633,42.79999923706055,43.56999969482422,43.318756103515625,1481800
2021-02-05,44.04999923706055,44.04999923706055,42.810001373291016,43.09000015258789,42.841522216796875,729700
2021-02-08,43.369998931884766,43.650001525878906,43.02000045776367,43.5099983215332,43.25910186767578,733700
2021-02-09,43.7400016784668,43.959999084472656,43.38999938964844,43.900001525878906,43.646854400634766,767400
2021-02-10,43.84000015258789,45.150001525878906,43.689998626708984,44.83000183105469,44.57149124145508,2048000
2021-02-11,44.970001220703125,45.91999816894531,44.529998779296875,45.779998779296875,45.51601028442383,1383900
2021-02-12,45.43000030517578,46.06999969482422,44.5,44.97999954223633,44.72062301635742,950400
2021-02-16,44.97999954223633,45.13999938964844,44.2400016784668,44.380001068115234,44.12408447265625,1624600
2021-02-17,44.189998626708984,44.369998931884766,43.31999969482422,44.04999923706055,43.79598617553711,1489000
2021-02-18,43.9900016784668,44.220001220703125,42.150001525878906,42.279998779296875,42.03619384765625,1790900
2021-02-19,42.310001373291016,42.560001373291016,41.77000045776367,42.099998474121094,41.85723114013672,1312700
2021-02-22,42.029998779296875,42.54999923706055,41.529998779296875,42.119998931884766,41.87711715698242,1590300
2021-02-23,42.56999969482422,42.75,40.91999816894531,42.5,42.25492477416992,1799300
2021-02-24,42.650001525878906,42.650001525878906,41.349998474121094,41.65999984741211,41.419769287109375,1786500
2021-02-25,41.5099983215332,42.0099983215332,40.529998779296875,40.779998779296875,40.54484176635742,2118800
2021-02-26,40.560001373291016,40.77000045776367,38.20000076293945,40.36000061035156,40.12726593017578,10761300
2021-03-01,45.20000076293945,45.31999969482422,41.560001373291016,42.2599983215332,42.01630783081055,4989300
2021-03-02,42.400001525878906,43.29999923706055,42.04999923706055,42.09000015258789,41.8472900390625,2374600
2021-03-03,41.880001068115234,42.2400016784668,40.70000076293945,41.279998779296875,41.04195785522461,1655300
2021-03-04,41.18000030517578,41.45000076293945,40.029998779296875,40.56999969482422,40.336055755615234,1119500
2021-03-05,40.7599983215332,41.349998474121094,40.08000183105469,41.040000915527344,40.8033447265625,1088200
2021-03-08,41.33000183105469,42.59000015258789,41.290000915527344,41.81999969482422,41.5788459777832,1293500
2021-03-09,41.88999938964844,42.40999984741211,40.95000076293945,40.95000076293945,40.713863372802734,1054400
2021-03-10,41.2599983215332,41.79999923706055,41.0,41.619998931884766,41.380001068115234,1052800
2021-03-11,41.43000030517578,41.83000183105469,41.290000915527344,41.349998474121094,41.349998474121094,779000
2021-03-12,41.279998779296875,41.459999084472656,40.61000061035156,41.029998779296875,41.029998779296875,833200
2021-03-15,41.16999816894531,41.849998474121094,41.060001373291016,41.79999923706055,41.79999923706055,938400
2021-03-16,41.75,41.75,41.02000045776367,41.38999938964844,41.38999938964844,809200
2021-03-17,41.22999954223633,41.7599983215332,41.119998931884766,41.470001220703125,41.470001220703125,1011600
2021-03-18,41.13999938964844,42.38999938964844,41.11000061035156,41.79999923706055,41.79999923706055,859700
2021-03-19,41.70000076293945,42.720001220703125,41.63999938964844,42.650001525878906,42.650001525878906,2797000
2021-03-22,42.34000015258789,42.689998626708984,41.849998474121094,42.540000915527344,42.540000915527344,854100
2021-03-23,42.540000915527344,42.61000061035156,41.7599983215332,42.119998931884766,42.119998931884766,871800
2021-03-24,42.22999954223633,42.91999816894531,42.11000061035156,42.400001525878906,42.400001525878906,1210900
2021-03-25,42.58000183105469,42.709999084472656,41.5099983215332,42.099998474121094,42.099998474121094,1165800
2021-03-26,42.150001525878906,42.52000045776367,41.52000045776367,42.0099983215332,42.0099983215332,588000
2021-03-29,41.7400016784668,42.279998779296875,41.5,41.9900016784668,41.9900016784668,764800
2021-03-30,41.86000061035156,41.95000076293945,40.83000183105469,41.220001220703125,41.220001220703125,1027100
2021-03-31,41.029998779296875,41.5,40.43000030517578,40.470001220703125,40.470001220703125,1087700
2021-04-01,40.470001220703125,40.9900016784668,39.93000030517578,40.68000030517578,40.68000030517578,811700
2021-04-05,40.97999954223633,41.20000076293945,40.13999938964844,40.38999938964844,40.38999938964844,827600
2021-04-06,40.529998779296875,41.13999938964844,40.45000076293945,40.959999084472656,40.959999084472656,757500
2021-04-07,40.83000183105469,41.29999923706055,40.34000015258789,40.40999984741211,40.40999984741211,838000
2021-04-08,40.68000030517578,40.810001373291016,39.90999984741211,40.209999084472656,40.209999084472656,704500
2021-04-09,40.11000061035156,40.619998931884766,40.099998474121094,40.529998779296875,40.529998779296875,633300
2021-04-12,40.45000076293945,40.84000015258789,40.13999938964844,40.52000045776367,40.52000045776367,618700
2021-04-13,40.20000076293945,40.38999938964844,39.93000030517578,40.150001525878906,40.150001525878906,667500
2021-04-14,40.04999923706055,40.81999969482422,40.04999923706055,40.380001068115234,40.380001068115234,741600
2021-04-15,40.689998626708984,41.43000030517578,40.41999816894531,41.16999816894531,41.16999816894531,665400
2021-04-16,41.310001373291016,41.66999816894531,41.09000015258789,41.619998931884766,41.619998931884766,912100
2021-04-19,41.61000061035156,41.95000076293945,41.47999954223633,41.70000076293945,41.70000076293945,899800
2021-04-20,41.849998474121094,42.13999938964844,41.52000045776367,42.04999923706055,42.04999923706055,778900
2021-04-21,42.25,42.81999969482422,42.220001220703125,42.72999954223633,42.72999954223633,888900
2021-04-22,42.65999984741211,42.90999984741211,42.34000015258789,42.630001068115234,42.630001068115234,1184900
2021-04-23,42.45000076293945,42.45000076293945,41.75,41.83000183105469,41.83000183105469,1078900
2021-04-26,42.36000061035156,43.15999984741211,42.27000045776367,42.470001220703125,42.470001220703125,1545900
2021-04-27,42.0099983215332,42.27000045776367,41.31999969482422,41.33000183105469,41.33000183105469,1004200
2021-04-28,41.290000915527344,41.529998779296875,40.959999084472656,41.5099983215332,41.5099983215332,705500
2021-04-29,41.7599983215332,42.41999816894531,41.66999816894531,42.040000915527344,42.040000915527344,831400
2021-04-30,42.06999969482422,42.2400016784668,41.59000015258789,41.630001068115234,41.630001068115234,871200
2021-05-03,41.72999954223633,42.75,41.72999954223633,42.369998931884766,42.369998931884766,874300
2021-05-04,42.279998779296875,42.5099983215332,41.66999816894531,42.130001068115234,42.130001068115234,884400
2021-05-05,42.08000183105469,42.20000076293945,41.619998931884766,42.02000045776367,42.02000045776367,516200
2021-05-06,42.11000061035156,42.66999816894531,41.130001068115234,42.650001525878906,42.650001525878906,923700
2021-05-07,42.689998626708984,43.459999084472656,42.599998474121094,42.959999084472656,42.959999084472656,761000
2021-05-10,42.86000061035156,43.939998626708984,42.84000015258789,43.119998931884766,43.119998931884766,1488800
2021-05-11,42.65999984741211,45.08000183105469,41.95000076293945,44.34000015258789,44.34000015258789,2703800
2021-05-12,44.20000076293945,46.08000183105469,43.560001373291016,45.7599983215332,45.7599983215332,1723000
2021-05-13,43.75,45.27000045776367,43.75,45.0099983215332,45.0099983215332,1706600
2021-05-14,45.29999923706055,46.220001220703125,45.02000045776367,45.86000061035156,45.86000061035156,1179600
