Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,7.050000190734863,7.050000190734863,6.639999866485596,6.760000228881836,6.760000228881836,9424800
2021-01-05,6.760000228881836,6.960000038146973,6.760000228881836,6.889999866485596,6.889999866485596,7097200
2021-01-06,6.949999809265137,7.260000228881836,6.820000171661377,6.960000038146973,6.960000038146973,10631100
2021-01-07,7.079999923706055,7.230000019073486,6.980000019073486,7.0,7.0,8113500
2021-01-08,6.96999979019165,7.059999942779541,6.730000019073486,6.809999942779541,6.809999942779541,8002900
2021-01-11,6.639999866485596,6.880000114440918,6.579999923706055,6.809999942779541,6.809999942779541,6271700
2021-01-12,6.800000190734863,6.949999809265137,6.679999828338623,6.920000076293945,6.920000076293945,6548400
2021-01-13,7.03000020980835,7.559999942779541,6.96999979019165,7.150000095367432,7.150000095367432,15846100
2021-01-14,7.260000228881836,7.380000114440918,7.119999885559082,7.170000076293945,7.170000076293945,6642000
2021-01-15,7.159999847412109,7.190000057220459,6.869999885559082,6.900000095367432,6.900000095367432,7284900
2021-01-19,7.0,7.070000171661377,6.829999923706055,6.900000095367432,6.900000095367432,6311800
2021-01-20,6.920000076293945,6.96999979019165,6.730000019073486,6.889999866485596,6.889999866485596,5481400
2021-01-21,6.929999828338623,6.989999771118164,6.809999942779541,6.889999866485596,6.889999866485596,6384900
2021-01-22,6.809999942779541,6.809999942779541,6.199999809265137,6.329999923706055,6.329999923706055,31100500
2021-01-25,6.369999885559082,6.960000038146973,6.300000190734863,6.860000133514404,6.860000133514404,19287300
2021-01-26,6.860000133514404,6.949999809265137,6.630000114440918,6.78000020980835,6.78000020980835,10885500
2021-01-27,6.670000076293945,7.130000114440918,6.570000171661377,6.869999885559082,6.869999885559082,16125500
2021-01-28,6.869999885559082,7.099999904632568,6.639999866485596,6.75,6.75,10208600
2021-01-29,6.710000038146973,6.78000020980835,6.360000133514404,6.369999885559082,6.369999885559082,12505800
2021-02-01,6.5,6.679999828338623,6.21999979019165,6.559999942779541,6.559999942779541,15997900
2021-02-02,6.690000057220459,6.769999980926514,6.5,6.670000076293945,6.670000076293945,13890300
2021-02-03,6.650000095367432,6.78000020980835,6.460000038146973,6.760000228881836,6.760000228881836,11978500
2021-02-04,6.730000019073486,6.889999866485596,6.590000152587891,6.889999866485596,6.889999866485596,11347200
2021-02-05,7.050000190734863,7.769999980926514,6.980000019073486,7.639999866485596,7.639999866485596,28954500
2021-02-08,7.75,8.199999809265137,7.699999809265137,7.940000057220459,7.940000057220459,23510000
2021-02-09,7.0,7.380000114440918,6.46999979019165,6.739999771118164,6.739999771118164,56859900
2021-02-10,6.929999828338623,6.949999809265137,6.480000019073486,6.570000171661377,6.570000171661377,24406600
2021-02-11,6.619999885559082,6.949999809265137,6.519999980926514,6.949999809265137,6.949999809265137,29874000
2021-02-12,6.75,6.949999809265137,6.670000076293945,6.78000020980835,6.78000020980835,9261900
2021-02-16,6.920000076293945,7.340000152587891,6.829999923706055,7.179999828338623,7.179999828338623,22094800
2021-02-17,7.400000095367432,7.519999980926514,7.090000152587891,7.260000228881836,7.260000228881836,23126200
2021-02-18,7.0,7.25,6.929999828338623,7.139999866485596,7.139999866485596,12333300
2021-02-19,7.25,7.739999771118164,7.230000019073486,7.690000057220459,7.690000057220459,16704800
2021-02-22,7.650000095367432,8.170000076293945,7.590000152587891,8.069999694824219,8.069999694824219,17739200
2021-02-23,7.570000171661377,7.960000038146973,7.28000020980835,7.920000076293945,7.920000076293945,13953400
2021-02-24,7.949999809265137,8.319999694824219,7.849999904632568,8.220000267028809,8.220000267028809,16813300
2021-02-25,8.359999656677246,8.369999885559082,7.650000095367432,7.800000190734863,7.800000190734863,13126000
2021-02-26,7.760000228881836,7.860000133514404,7.429999828338623,7.670000076293945,7.670000076293945,11011200
2021-03-01,7.949999809265137,8.279999732971191,7.860000133514404,8.069999694824219,8.069999694824219,13891800
2021-03-02,8.0600004196167,8.1899995803833,7.940000057220459,7.949999809265137,7.949999809265137,6554100
2021-03-03,7.96999979019165,8.25,7.849999904632568,8.149999618530273,8.149999618530273,8558000
2021-03-04,8.149999618530273,8.529999732971191,7.639999866485596,7.820000171661377,7.820000171661377,14532300
2021-03-05,7.960000038146973,7.980000019073486,7.159999847412109,7.820000171661377,7.820000171661377,12414800
2021-03-08,7.829999923706055,7.989999771118164,7.590000152587891,7.809999942779541,7.809999942779541,10316800
2021-03-09,8.09000015258789,8.699999809265137,7.980000019073486,8.529999732971191,8.529999732971191,18514200
2021-03-10,8.680000305175781,8.899999618530273,8.449999809265137,8.75,8.75,10866200
